target,INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
0,OTHER,elementary,,150000,0,0,0,1,44.12568306,0.9906729546,1,1,0.6208099409,43971
0,OTHER,advanced,Corporate,39179,0,1,,,26.698630137,1.9616438356,,,6.5342465753,43977
0,2NDFL,elementary,Corporate,90440,0,1,4,0.2135304659,28.672864735,0.3531926042,3,3,8.3176734786,43979
0,2NDFL,elementary,,107690,0,0,0,9.5987231183,55.950819672,1.5086533423,0,0,10.933310877,43988
0,OTHER,elementary,,150000,0,0,,,42.016438356,15.956164384,,,10.75890411,43996
0,2NDFL,elementary,,43500,0,0,,,25.717808219,3.997260274,,,5.6712328767,44009
0,OTHER,advanced,,100000,0,0,0,15.211671147,48.798697507,7.0260947676,0,0,3.781420765,44012
0,OTHER,advanced,Corporate,29670,0,1,1,0.665188172,41.583853582,5.3126207051,0,0,7.6249494723,44017
0,OTHER,elementary,,70000,0,0,0,1.0864919355,38.123287671,5.5315068493,0,0,9.3917808219,44023
0,OTHER,elementary,VIP,91042,0,0,,,32.438356164,1.4429223744,,,11.282191781,44026
0,OTHER,elementary,Corporate,83694,0,1,,,32.112328767,7.0849315068,,,9.8109589041,44027
0,OTHER,elementary,Corporate,566798,0,1,,,35.515839509,5.8720038925,,,10.554195673,44028
0,OTHER,advanced,Corporate,13343,0,1,1,1,52.62568306,1.5129350999,0,0,6.6581405794,44032
0,2NDFL,elementary,,48793,0,0,0,5.3497311828,28.167123288,0.3452054795,2,2,8.0301369863,44049
0,2NDFL,advanced,,37570,0,0,1,0.4758064516,51.55129875,14.619791901,0,1,5.7923946403,44059
0,2NDFL,advanced,,37570,0,0,1,0.4758064516,51.55129875,14.619791901,0,1,5.7923946403,44061
0,OTHER,high,Corporate,31690,0,0,0,8.6363575269,26.02739726,1.4086683135,1,1,5.8328767123,44065
0,OTHER,elementary,Corporate,346928,0,1,0,2.154390681,43.448087432,1.1642039075,0,0,9.413518976,44067
0,2NDFL,elementary,,89826,0,0,,,42.342465753,2.4684931507,,,11.476712329,44069
0,OTHER,beginner,Corporate,74812,0,1,3,0.6274865591,31.509589041,5.4413279437,2,2,11.035616438,44076
0,OTHER,advanced,Corporate,20267,0,1,0,,27.008219178,0.4128377873,0,0,4.8827831425,44086
0,OTHER,elementary,,100000,0,0,1,0.9586917563,49.460408713,4.7021857923,0,0,4.3770491803,44088
0,OTHER,elementary,VIP,250000,0,0,0,32.795967742,51.621917808,0.8573021933,1,1,6.5561643836,44090
0,OTHER,elementary,Corporate,255000,0,1,1,0.2751792115,32.735706265,6.3452054795,0,1,3.7287671233,44094
0,OTHER,elementary,Corporate,69991,0,1,2,0.3803315412,26.627532001,6.9097237817,0,0,2.2658881653,44097
0,2NDFL,advanced,,19782,0,0,1,0.4971998208,25.403660454,5.0255782618,0,0,5.343386481,44102
0,OTHER,elementary,Corporate,76777,0,1,1,0.5111335125,33.418586721,0.5172168575,0,0,7.6393442623,44109
0,OTHER,advanced,Corporate,24626,0,1,0,22.403248208,32.297814208,0.5986825361,0,0,8.9932030841,44111
0,OTHER,elementary,,60000,0,0,0,11.954121864,29.617531252,4.1010928962,0,0,1.7189011154,44114
0,OTHER,elementary,Corporate,16254,0,1,1,1.2787410394,35.12390149,14.359517928,0,0,12.80609327,44118
0,OTHER,elementary,Corporate,33578,0,1,0,7.9576164875,40.642076503,5.4225316266,0,0,6.2444494348,44126
0,OTHER,elementary,Corporate,17237,0,1,,,46.604371585,3.3167003518,,,1.5714948724,44128
0,OTHER,elementary,,18000,0,0,,,45.809851037,5.0619058313,,,0.7221798039,44130
0,2NDFL,elementary,,121737,0,0,0,,37.825271353,2.4554083389,1,1,9.8882850513,44131
0,2NDFL,elementary,,88318,0,0,1,0.9557123656,58.331798787,2.098922075,1,1,10.696182349,44132
0,2NDFL,elementary,,88318,0,0,1,0.9557123656,58.331798787,2.098922075,1,1,10.696182349,44133
0,OTHER,elementary,Corporate,50000,0,0,0,2.9828629032,34.043835616,0.6315592484,0,0,11.605479452,44134
0,OTHER,advanced,Corporate,33002,0,1,0,,26.308832996,0.5280110787,0,0,3.9316939891,44141
0,2NDFL,elementary,Corporate,112221,0,1,,,35.095890411,3.0136986301,,,9.7616438356,44142
0,OTHER,elementary,Corporate,56584,0,1,0,0.7928091398,38.361643836,12.021917808,0,0,9.4849315068,44153
0,OTHER,elementary,Corporate,199151,0,1,,,31.789041096,3.7095890411,,,6.9671232877,44155
0,2NDFL,elementary,,49295,0,1,1,0.342562724,54.915068493,31.389041096,0,0,9.8657534247,44157
0,OTHER,elementary,Corporate,52259,0,1,0,1359.6611111,40.787716146,0.5336177858,0,0,9.7315068493,44158
0,OTHER,elementary,Corporate,49719,0,1,0,0.3399641577,31.512328767,8.1561643836,1,1,11.421917808,44159
0,OTHER,elementary,,87000,0,0,,,34.24109589,0.6706490007,,,9.9561643836,44161
0,OTHER,elementary,Corporate,38144,0,1,1,0.4692876344,28.750071113,2.3589041096,1,1,4.3232876712,44164
0,OTHER,elementary,Corporate,36730,0,1,,,30.956291639,0.5273224044,,,10.775469721,44172
0,OTHER,elementary,Corporate,60656,0,1,,,34.649315068,0.5804850662,,,9.2252938094,44184
0,OTHER,elementary,Corporate,55000,0,0,0,2.1453181004,27.501369863,4.0821917808,0,0,3.4082191781,44189
0,2NDFL,elementary,,51184,0,0,,,31.019178082,3.8876712329,,,10.306849315,44194
0,OTHER,beginner,Corporate,70618,0,1,2,0.2765456989,33.025323752,5.0007335878,0,0,7.6821917808,44202
0,OTHER,beginner,Corporate,70618,0,1,2,0.2765456989,33.025323752,5.0007335878,0,0,7.6821917808,44204
0,OTHER,advanced,Corporate,68848,0,1,0,4.4457213262,36.809147391,5.3324350625,1,1,1.0118871173,44212
0,OTHER,elementary,Corporate,218621,0,1,,,31.090410959,0.4131147541,,,3.1643835616,44213
0,OTHER,elementary,Corporate,55807,0,1,,,25.81369863,3.2657534247,,,5.7095890411,44220
0,2NDFL,elementary,,147016,0,0,,,33.904109589,4.4630136986,,,12.849315068,44229
0,OTHER,elementary,,30000,0,0,1,1.1144265233,34.039613744,4.2513661202,0,0,9.0560520997,44233
0,OTHER,advanced,,20000,0,0,0,2.2393369176,33.816438356,7.9890410959,0,0,9.7616438356,44239
0,OTHER,high,,70000,0,0,1,0.3039426523,26.189041096,5.3780821918,0,0,5.9260273973,44242
0,OTHER,elementary,Corporate,161979,0,1,0,33.890053763,30.89239464,1.360887791,,,9.7910247773,44243
0,2NDFL,elementary,,14692,0,0,0,2.346953405,35.499723033,6.080544951,0,0,3.3682161838,44245
0,OTHER,elementary,,48000,0,0,1,0.5385752688,25.282985253,1.6630136986,1,1,5.2283404446,44247
0,OTHER,elementary,,48000,0,0,1,0.5385752688,25.282985253,1.6630136986,1,1,5.2283404446,44248
0,OTHER,elementary,Corporate,58345,0,1,2,0.6358646953,28.415300546,3.3179429598,0,0,8.1284153005,44254
0,2NDFL,elementary,,62450,0,0,1,0.7706765233,50.344449435,1.7280110787,0,0,5.2540384759,44258
0,OTHER,elementary,Corporate,139337,0,1,0,3.0895385305,32.420765027,1.4995583502,0,0,6.3022980762,44261
0,OTHER,elementary,Corporate,70897,0,1,0,3.3502464158,34.605614193,1.4850662475,0,0,10.748079946,44265
0,OTHER,elementary,,85000,0,0,0,-66.13514785,50.950684932,11.35890411,1,1,5.8082191781,44266
0,2NDFL,elementary,,57928,0,0,,,46.597260274,8.3315068493,,,1.5452054795,44267
0,OTHER,elementary,,90000,0,0,,,27.024657534,5.1650647504,,,6.9616438356,44271
0,OTHER,elementary,Corporate,46876,0,1,3,1.0784498208,31.945355191,2.3703046635,0,0,9.1812635676,44272
0,2NDFL,elementary,,45651,0,0,,,49.583561644,17.345310278,,,4.4819222996,44273
0,OTHER,elementary,VIP,90288,0,1,3,0.3686827957,30.23379744,4.7105097687,0,0,9.5653042892,44279
0,OTHER,elementary,Corporate,119243,0,1,0,0.6044130824,44.880896774,2.4480200614,0,0,1.6398008833,44280
0,2NDFL,advanced,,22831,0,0,0,,43.378082192,0.9378920578,1,1,11.608219178,44287
0,OTHER,beginner,Corporate,205633,0,1,,,57.146298376,8.5163934426,,,11.327120293,44289
0,OTHER,elementary,Corporate,163395,0,1,,,31.602739726,2.3452054795,,,10.873972603,44290
0,OTHER,advanced,Corporate,15699,0,1,2,0.7254256272,51.185710008,29.635025077,0,0,5.9199565836,44291
0,OTHER,elementary,Corporate,97862,0,1,1,1.052016129,46.488928812,16.418032787,0,0,1.4560520997,44304
0,2NDFL,elementary,,281301,0,0,0,13.248947133,34.102462759,0.4153005464,1,1,10.628490156,44311
0,OTHER,advanced,Corporate,29629,0,1,0,61.36843638,44.852728498,3.5698630137,0,0,10.054794521,44314
0,2NDFL,beginner,,69529,0,0,1,0.7568772401,39.269578561,11.442181301,2,2,3.5709484243,44334
0,OTHER,elementary,,90000,0,0,0,16.501680108,32.432105697,3.8219178082,,,11.780821918,44335
0,OTHER,beginner,Corporate,71364,0,1,1,1.346124552,29.408511116,4.6092896175,0,0,9.1591960476,44338
0,OTHER,advanced,,60000,0,0,0,7.4047267025,43.835616438,18.471232877,0,0,10.035616438,44344
0,2NDFL,elementary,,34645,0,0,0,2.0885080645,40.049180328,1.2261022532,0,0,9.0918556778,44350
0,OTHER,elementary,Corporate,21161,0,1,1,0.5099462366,32.93843102,1.7904858148,0,0,10.927472116,44358
0,OTHER,elementary,Corporate,102869,0,1,0,,34.34355865,7.7459016393,0,0,1.5490381017,44361
0,OTHER,elementary,,50000,0,0,0,1351.9214158,39.915300546,2.4146268433,0,0,8.1284153005,44362
0,OTHER,advanced,,30000,0,0,,,50.816438356,4.1369863014,,,5.0966763979,44379
0,OTHER,elementary,,50000,0,0,,,56.531102627,16.468261097,,,11.531506849,44381
0,OTHER,elementary,,64000,0,0,0,1.607078853,25.997874092,0.7814357362,0,0,5.460887791,44383
0,OTHER,elementary,,64000,0,0,0,1.607078853,25.997874092,0.7814357362,0,0,5.460887791,44384
0,OTHER,elementary,,45000,0,0,,,42.424657534,1.0448461711,,,9.701369863,44392
0,2NDFL,elementary,,273715,0,0,3,0.5635752688,40.38630137,8.1479452055,1,1,11.57260274,44403
0,2NDFL,beginner,Corporate,27392,0,1,,,36.224657534,13.023108017,,,6.8931506849,44414
0,OTHER,high,Corporate,47452,0,1,1,0.9167562724,29.867003518,2.4587843401,0,0,7.9754098361,44415
0,OTHER,advanced,,50000,0,0,,,38.720547945,1.3589714799,,,12.106849315,44416
0,OTHER,elementary,,68000,0,0,0,2.1874551971,28.161202186,5.1910247773,0,0,7.6147540984,44418
0,OTHER,elementary,,9506,0,1,0,0.9252240143,50.082962797,2.4035107418,0,0,4.9076203309,44426
0,2NDFL,elementary,,43500,0,0,0,7.9845206093,52.793682162,3.9780821918,1,1,7.2904109589,44428
0,2NDFL,advanced,,100050,0,0,,,36.844928513,6.0202709784,,,11.307942211,44430
0,OTHER,elementary,Corporate,32641,0,1,0,0.6053987455,25.139883225,1.5835616438,1,2,4.5196646456,44431
0,2NDFL,advanced,,60802,0,0,0,3.0541890681,33.660887791,4.0519125683,0,0,10.367737106,44436
0,2NDFL,advanced,,60802,0,0,0,3.0541890681,33.660887791,4.0519125683,0,0,10.367737106,44437
0,OTHER,elementary,,100000,0,0,,,54.339726027,18.082191781,,,9.110412456,44441
0,OTHER,elementary,Corporate,33060,0,1,0,4.3422715054,38.998517853,0.5,0,0,10.077969908,44449
0,2NDFL,elementary,,123819,0,0,0,1365.2767025,29.504843177,2.4383561644,1,1,7.4712328767,44451
0,OTHER,elementary,,150000,0,0,0,0.440546595,39.781420765,15.054203159,0,0,9.6816004192,44455
0,2NDFL,elementary,,64151,0,0,0,6.2812275986,41.354023505,1.6164383562,1,1,3.6520547945,44459
0,OTHER,advanced,Corporate,59794,0,1,,,39.591780822,3.1589041096,,,2.1561643836,44468
0,OTHER,elementary,,100000,0,0,0,0.7980510753,41.065162063,6.9226963096,1,1,11.015846995,44475
0,OTHER,elementary,Corporate,111821,0,1,0,,38.940175163,1.1703121491,0,0,10.07990119,44479
0,2NDFL,elementary,,93725,0,0,1,0.382078853,26.149928887,0.4841754622,0,1,6.1471891609,44482
0,2NDFL,advanced,,39150,0,0,2,0.6368055556,44.41268059,0.3744292237,0,0,9.6356164384,44483
0,OTHER,elementary,Corporate,132791,0,1,0,16.857773297,35.021917808,7.4410958904,0,1,10.893150685,44490
0,OTHER,advanced,Corporate,52800,0,1,0,,28.926798413,2.2802230706,0,0,7.1624148514,44498
0,2NDFL,elementary,,52200,0,0,2,0.3429883513,47.68579235,0.4679017891,0,0,2.5994086384,44511
0,2NDFL,beginner,,160564,0,0,0,55.929345878,44.966045363,7.6575342466,1,1,7.298630137,44515
0,2NDFL,elementary,,61103,0,0,2,1.0882168459,31.332764428,9.9711205929,0,0,7.1382438805,44522
0,OTHER,elementary,Corporate,24728,0,1,0,6.954905914,43.871584699,3.5628415301,0,0,8.3941462684,44523
0,OTHER,elementary,,145000,0,0,0,1.8625224014,46.411093645,7.8658881653,0,0,1.3782169324,44529
0,2NDFL,advanced,,10214,0,0,0,,49.288277566,3.6855378397,0,0,4.2049180328,44533
0,2NDFL,elementary,,50025,0,0,,,40.801594431,15.635616438,,,12.782468748,44541
0,2NDFL,elementary,,67935,0,0,0,4.8272625448,31.843835616,12.631881129,0,0,10.589041096,44545
0,2NDFL,elementary,,158815,0,0,2,0.4675403226,31.350684932,10.739726027,1,1,10.452054795,44547
0,OTHER,high,Corporate,59782,0,1,0,70.510035842,39.2,4.0410958904,,,10.621917808,44559
0,2NDFL,elementary,,168395,0,0,2,0.4455197133,31.732240437,0.9139606258,0,0,10.823549667,44566
0,2NDFL,advanced,Corporate,13465,0,1,,,46.902627442,5.4560520997,,,1.7902986751,44567
0,OTHER,advanced,Corporate,27088,0,1,,,34.520839883,0.2295081967,,,3.9508196721,44568
0,2NDFL,advanced,,20500,0,0,0,28.470810932,50.78630137,5.4821917808,0,0,5.7698630137,44580
0,2NDFL,elementary,,10234,0,0,0,28.819332437,33.038640617,1.1427502059,,,9.7783666442,44582
0,2NDFL,elementary,,57311,0,0,0,4.7014560932,33.785545325,0.1557377049,0,0,9.9828055992,44583
0,2NDFL,beginner,Corporate,696283,0,1,2,0.5718413978,41.866681638,7.5324350625,0,1,10.121476158,44587
0,OTHER,advanced,Corporate,24161,0,1,,,51.501369863,1.5616438356,,,6.2191780822,44588
0,OTHER,advanced,Corporate,81828,0,0,,,40.652054795,0.5753424658,,,0.8520547945,44590
0,OTHER,elementary,Corporate,72722,0,1,1,0.4709901434,28.658619657,1.3873867804,0,0,7.6448087432,44591
0,OTHER,elementary,Corporate,138590,0,1,,,55.609289617,6.7055318512,,,10.111011303,44592
0,OTHER,advanced,Corporate,68539,0,1,0,1.3481182796,34.655565536,1.5815929336,0,0,10.124058687,44594
0,OTHER,elementary,Corporate,14880,0,1,,,31.150684932,8.7858447489,,,6.1369863014,44597
0,OTHER,advanced,Corporate,34181,0,1,,,43.959016393,5.7055318512,,,1.1986825361,44598
0,OTHER,advanced,Corporate,21775,0,1,1,1.2434139785,41.631065199,0.3879781421,0,0,10.050243282,44609
0,2NDFL,elementary,,13779,0,0,0,,27.257534247,0.4351598174,0,0,6.0328767123,44613
0,OTHER,elementary,,40000,0,0,1,0.2785170251,43.450243282,2.8283254735,0,0,9.2584624598,44617
0,OTHER,elementary,,75000,0,0,0,13.693324373,37.526798413,15.718579235,0,0,11.458305262,44619
0,OTHER,advanced,,45000,0,0,1,1.0788530466,43.020802455,1.0838161539,0,0,9.6098435512,44622
0,OTHER,elementary,,76030,0,0,0,,34.471232877,2.2082191781,0,1,10.104109589,44623
0,2NDFL,elementary,,26709,0,0,0,0.7327284946,25.719956584,0.4925593233,0,0,3.2704918033,44627
0,OTHER,elementary,,50000,0,0,0,4.3122983871,51.287671233,6.0657534247,0,0,6.1260273973,44630
0,OTHER,elementary,,70000,0,0,1,0.8960797491,42.898038775,3.1062579534,3,3,9.566531926,44631
0,OTHER,elementary,,50000,0,0,1,0.9880824373,32.778853208,4.6338797814,0,0,9.3295381391,44636
0,2NDFL,elementary,,34854,0,0,0,,31.636612022,0.9166928662,1,1,3.7295081967,44639
0,2NDFL,elementary,,60900,0,0,1,0.9607078853,25.585545325,1.6951343663,1,1,5.46499738,44643
0,2NDFL,advanced,,31582,0,0,1,0.5330197133,37.75403099,13.030743319,0,0,11.691017292,44644
0,OTHER,advanced,Corporate,31801,0,1,,,30.038356164,2.6273972603,,,4.1506849315,44649
0,OTHER,elementary,,60000,0,0,1,0.9857302867,37.305195,4.4398907104,0,0,10.924373082,44656
0,OTHER,advanced,Corporate,17490,0,1,,,26.238483419,0.4480874317,,,0.0081967213,44657
0,OTHER,high,Corporate,47556,0,1,1,1.6618951613,30.841380343,7.5263118497,0,0,10.235900891,44659
0,OTHER,advanced,Corporate,24950,0,1,0,,30.570469347,0.456284153,1,1,3.4690994835,44660
0,OTHER,elementary,Corporate,127192,0,1,0,14.535058244,30.931791302,4.2486338798,0,0,6.5400104798,44661
0,OTHER,elementary,Corporate,42197,0,1,,,27.684931507,4.1808219178,,,7.5945205479,44663
0,2NDFL,elementary,VIP,218544,0,0,0,1.4129480287,35.362414851,3.6336477281,0,0,11.091181975,44664
0,OTHER,elementary,,85000,0,0,1,0.3150985663,27.528767123,2.0273972603,1,1,3.0876712329,44665
0,OTHER,elementary,Corporate,40174,0,1,0,76.276904122,38.328767123,17.150684932,,,10.378082192,44669
0,OTHER,elementary,Corporate,63816,0,1,3,0.2451388889,37.534695711,8.3825136612,0,0,1.3127779025,44680
0,OTHER,advanced,,50000,0,0,2,0.3765681004,25.036065574,0.7513661202,0,0,4.9894902313,44686
0,OTHER,advanced,,40000,0,0,2,0.3429659498,29.939726027,7.5698630137,0,0,9.5178082192,44687
0,OTHER,elementary,Corporate,64668,0,1,0,0.4074820789,56.453551913,18.770634029,0,0,11.348716221,44690
0,OTHER,elementary,Corporate,57126,0,1,2,0.5627240143,30.390665469,7.3440901265,0,0,7.7540983607,44694
0,OTHER,advanced,Corporate,23186,0,1,0,1.2814292115,38.740175163,1.2114080395,0,0,5.4990792724,44696
0,2NDFL,elementary,,50526,0,0,0,68.766733871,31.502298076,0.306010929,,,10.132435063,44699
0,OTHER,advanced,,35000,0,0,0,5.575,36.859682611,5.7199565836,0,0,8.862422337,44710
0,2NDFL,advanced,,27458,0,0,,,45.920547945,25.466891234,,,0.8465753425,44718
0,OTHER,elementary,Corporate,47237,0,1,,,34.939726027,10.512328767,,,6.7178082192,44719
0,OTHER,advanced,Corporate,56786,0,1,2,0.8004928315,31.0905457,0.4699453552,0,0,9.4056141927,44723
0,2NDFL,elementary,,28664,0,0,0,,38.298630137,0.7767871847,1,1,5.4547945205,44734
0,OTHER,elementary,Corporate,35429,0,0,,,27.871232877,0.6463732315,,,7.1424657534,44742
0,OTHER,advanced,Corporate,16259,0,1,0,2.9566532258,48.226775956,5.5409836066,0,0,3.1793397709,44744
0,2NDFL,elementary,,120224,0,0,0,27.633154122,33.162572049,1.3242158844,2,2,5.1132569803,44745
0,OTHER,beginner,,50000,0,0,2,0.4746415771,26.128767123,6.3123287671,2,2,6.1095890411,44754
0,OTHER,beginner,,50000,0,0,2,0.4746415771,26.128767123,6.3123287671,2,2,6.1095890411,44755
0,OTHER,high,Corporate,60000,0,1,1,0.7888664875,27.345205479,3.1315068493,0,0,6.802739726,44757
0,OTHER,advanced,Corporate,28963,0,1,2,0.6969086022,26.868942286,1.255243656,0,0,6.7319559847,44761
0,OTHER,high,,40000,0,0,1,0.3161738351,28.021857923,0.5,1,1,7.7240437158,44762
0,OTHER,elementary,Corporate,104792,0,1,2,1.2478942652,29.194812486,5.0605659106,0,0,9.0660453627,44765
0,OTHER,elementary,Corporate,42037,0,1,,,25.565401602,1.2457294708,,,5.516221274,44769
0,OTHER,beginner,Corporate,151854,0,1,0,19.184587814,41.933490531,6.4239014896,1,1,10.391024777,44771
0,OTHER,elementary,,76000,0,0,0,0.5381496416,26.528579984,3.6092896175,0,0,6.4162512164,44776
0,OTHER,advanced,Corporate,54727,0,0,,,34.079452055,2.5178082192,,,11.621917808,44777
0,2NDFL,elementary,Corporate,38704,0,1,2,0.6364023297,35.887805974,11.923422412,0,0,6.5809566584,44781
0,OTHER,advanced,Corporate,31802,0,1,0,23.144041219,34.775342466,10.808219178,0,0,10.890410959,44782
0,OTHER,elementary,Corporate,32068,0,1,0,,34.227210121,5.0683060109,0,0,11.486338798,44785
0,2NDFL,advanced,,21719,0,0,0,1.6913306452,36.494535519,6.6639344262,0,0,9.6694138783,44786
0,OTHER,elementary,Corporate,17873,0,1,0,27.860797491,43.454794521,0.5526461561,0,0,10.04109589,44791
0,2NDFL,elementary,,56870,0,0,,,38.156164384,15.15890411,,,12.42739726,44795
0,OTHER,advanced,Corporate,25000,0,1,1,0.8628808244,25.837248297,2.3002619957,0,0,5.3769743244,44801
0,OTHER,elementary,,30000,0,0,0,16.534677419,53.139726027,4.2678718467,0,0,6.298630137,44804
0,OTHER,elementary,,102000,0,0,0,2.7015456989,50.618242383,7.7103825137,0,1,5.5442697807,44807
0,2NDFL,elementary,Corporate,52187,0,1,,,31.160161689,3.2944082641,,,10.806737031,44809
0,OTHER,high,Corporate,32086,0,1,,,37.672864735,0.2868852459,,,12.030054645,44810
0,2NDFL,elementary,,90387,0,0,1,0.7267921147,37.846575342,15.671232877,0,1,10.854794521,44814
0,OTHER,beginner,Corporate,18848,0,1,0,,38.714312449,5.5197919006,,,9.1033535444,44821
0,2NDFL,elementary,,138715,0,0,,,34.871232877,0.4684931507,,,11.55890411,44823
0,2NDFL,elementary,,46827,0,0,1,0.2524417563,32.862257654,1.0293809417,0,0,10.196504229,44826
0,OTHER,elementary,Corporate,29265,0,1,0,,30.979010405,0.412568306,0,0,0.68585972,44829
0,OTHER,elementary,,55000,0,0,0,7.0797715054,33.157788757,2.1605284827,0,0,10.023542181,44830
0,OTHER,elementary,,55000,0,0,0,7.0797715054,33.157788757,2.1605284827,0,0,10.023542181,44832
0,OTHER,advanced,Corporate,78042,0,1,1,0.9195116487,39.357249794,0.8558799311,0,0,1.6668388352,44835
0,OTHER,elementary,Corporate,101837,0,1,,,36.268493151,1.6998652594,,,7.7178082192,44857
0,2NDFL,elementary,,77386,0,0,1,0.6688396057,56.338797814,7.7076502732,0,0,5.2175237667,44868
0,2NDFL,elementary,,77386,0,0,1,0.6688396057,56.338797814,7.7076502732,0,0,5.2175237667,44869
0,2NDFL,advanced,,16134,0,0,2,0.4053539427,50.832120668,1.2458192979,0,0,5.7088329965,44872
0,2NDFL,elementary,Corporate,57988,0,0,0,0.4762544803,28.158469945,0.6584699454,0,0,0.7896549143,44883
0,OTHER,advanced,Corporate,31292,0,1,,,43.832876712,1.6164383562,,,11.106849315,44884
0,OTHER,elementary,Corporate,88163,0,1,0,2.9516577061,30.647346358,5.3541956733,1,1,1.4692641665,44887
0,2NDFL,advanced,,18604,0,0,0,35.695878136,43.975409836,2.4333258477,1,1,10.2388053,44888
0,OTHER,elementary,Corporate,48608,0,1,,,25.235908376,0.8233400704,,,5.1266187589,44889
0,2NDFL,elementary,,73438,0,0,1,0.9609543011,30.634134291,1.7081068942,0,0,10.11084662,44891
0,OTHER,elementary,,51000,0,0,2,-0.524619176,27.556164384,2.3698630137,1,1,5.1327120293,44894
0,OTHER,elementary,,120000,0,0,0,50.407571685,35.860273973,1.9753424658,0,0,13.6,44911
0,OTHER,elementary,,35000,0,0,0,2.6292786738,26.134852908,1.0307433191,0,0,1.3458118123,44914
0,OTHER,elementary,Corporate,53249,0,1,1,0.4357750896,27.994535519,1.7163185867,0,0,5.439606258,44915
0,OTHER,advanced,Corporate,24969,0,1,,,33.438483419,0.1857923497,,,5.1069765701,44917
0,OTHER,elementary,Corporate,55142,0,1,1,1.3461917563,54.354195673,5.7952915637,0,0,8.7624148514,44919
0,2NDFL,advanced,,67759,0,0,0,24.37374552,32.32295082,11.038356164,0,0,3.2164383562,44925
0,OTHER,beginner,Corporate,215994,0,1,,,44.386293884,2.301369863,,,3.0246575342,44928
0,OTHER,elementary,,120000,0,0,,,50.794520548,8.8821917808,,,5.7237218355,44934
0,2NDFL,elementary,,30450,0,0,1,0.8914650538,37.419178082,5.101369863,0,0,5.9178082192,44944
0,OTHER,elementary,,120000,0,0,2,0.3754032258,36.475821544,3.0657534247,0,0,11.915068493,44949
0,OTHER,elementary,,120000,0,0,2,0.3754032258,36.475821544,3.0657534247,0,0,11.915068493,44950
0,OTHER,elementary,,120000,0,0,2,0.3754032258,36.475821544,3.0657534247,0,0,11.915068493,44951
0,OTHER,elementary,Corporate,66686,0,1,1,0.9821012545,29.249315068,3.7863013699,1,2,0.7109289617,44955
0,OTHER,beginner,Corporate,155044,0,1,3,0.4705645161,34.991780822,4.8308705741,0,0,10.210958904,44964
0,OTHER,beginner,Corporate,155044,0,1,3,0.4705645161,34.991780822,4.8308705741,0,0,10.210958904,44965
0,OTHER,beginner,Corporate,155044,0,1,3,0.4705645161,34.991780822,4.8308705741,0,0,10.210958904,44967
0,OTHER,advanced,Corporate,14742,0,0,,,28.591780822,0.698630137,,,8.1890410959,44970
0,OTHER,high,Corporate,44139,0,1,0,,25.052324276,1.4821917808,0,0,4.7818324725,44976
0,2NDFL,elementary,VIP,1572016,0,0,1,0.9914650538,41.713099783,10.556935399,0,0,8.8117299199,44978
0,OTHER,elementary,Corporate,15741,0,1,0,0,26.646575342,0.7967737106,0,0,6.3397260274,44982
0,OTHER,elementary,Corporate,28141,0,1,,,52.916430871,1.1623325099,,,7.7726027397,44984
0,OTHER,elementary,Corporate,98583,0,1,1,0.8326164875,30.43760012,0.5006138184,0,0,6.7444494348,44988
0,2NDFL,elementary,,53156,0,0,,,54.879452055,17.589842054,,,9.7838311251,44989
0,2NDFL,elementary,,73890,0,0,2,1.214359319,30.575784116,0.6256830601,0,0,9.7620854854,44993
0,OTHER,elementary,Corporate,107302,0,1,1,0.5388664875,32.5724156,0.2957032712,0,0,10.021730668,44994
0,2NDFL,elementary,,,1,1,2,0.3137992832,32.618990942,5.1258402575,0,0,10.410771764,45000
0,2NDFL,elementary,,,1,1,2,0.3137992832,32.618990942,5.1258402575,0,0,10.410771764,45001
0,OTHER,elementary,,34800,0,0,1,0.2804883513,44.215846995,5.3572497941,0,0,9.1764278763,45002
0,OTHER,elementary,,34800,0,0,1,0.2804883513,44.215846995,5.3572497941,0,0,9.1764278763,45003
0,OTHER,elementary,Corporate,134266,0,1,5,0.27515681,38.657534247,10.295890411,0,1,8.3771689498,45009
0,OTHER,elementary,Corporate,134266,0,1,5,0.27515681,38.657534247,10.295890411,0,1,8.3771689498,45013
0,OTHER,elementary,Corporate,98950,0,1,1,1.1471774194,52.254203159,6.8870798712,2,2,7.065162063,45018
0,OTHER,elementary,,70000,0,0,1,0.9616039427,25.236709335,0.3333333333,0,0,5.1901339921,45021
0,OTHER,elementary,Corporate,46978,0,1,,,33.638648102,1.3865933079,,,11.063305637,45022
0,OTHER,elementary,,84000,0,0,1,0.5728494624,26.644449435,2.7759562842,0,0,3.0115727225,45023
0,OTHER,elementary,Corporate,34270,0,1,0,23.502128136,35.557377049,0.9795194251,0,0,10.048012576,45026
0,OTHER,elementary,,40000,0,0,1,0.4739919355,30.605479452,8.3260273973,1,1,10.495890411,45027
0,OTHER,elementary,Corporate,50018,0,1,0,,29.042533124,0.5302043566,1,1,0.6233550415,45028
