,ID,INCOME_BASE_TYPE,CREDIT_PURPOSE,INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_TYPE,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,EMPL_PROPERTY,EMPL_FORM,FAMILY_STATUS,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage
154,1003096,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.21,мужской,0,0,среднее,рабочий,>250,0.0,52.0,25.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1003116,Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,1.0,0.22,женский,0,0,высшее,специалист,< 50,0.0,17.0,32.0,Другое,ООО,разведен / разведена,0.0,0.0,0.0,0.0,0.0,0.0128205128,0.0,0.0,0.0,0.0,0.4,2.0,3.0,77.0,5.0,0.0,1.0,9.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
156,1003136,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.59,мужской,1,0,высшее,менеджер среднего звена,< 50,0.0,70.0,40.0,Строительство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1003156,Поступление зарплаты на счет,Ремонт,0.0,0.49,женский,0,0,высшее,менеджер среднего звена,>250,0.0,26.0,33.0,Наука,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1003176,Поступление зарплаты на счет,Ремонт,1.0,0.46,женский,1,0,среднее,рабочий,>250,0.0,6.0,50.0,Торговля,ЗАО,гражданский брак,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,14.0,2.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,1003196,2НДФЛ,Ремонт,0.0,0.34,мужской,0,0,высшее,менеджер среднего звена,>250,1.0,104.0,27.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1003216,Поступление зарплаты на счет,Покупка автомобиля,0.0,0.07,мужской,0,2,высшее,менеджер высшего звена,>250,0.0,66.0,39.0,Другое,Иная форма,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0952380952,1.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0,4.0,0.0,2.0,7.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
161,1003236,Поступление зарплаты на счет,Ремонт,1.0,0.43,женский,0,0,высшее,специалист,>250,0.0,7.0,28.0,Информационные технологии,ООО,холост / не замужем,1.0,1.0,0.0,0.0,0.0,0.9206349206,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,34.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
162,1003256,2НДФЛ,Покупка автомобиля,0.0,0.29,мужской,1,0,высшее,менеджер среднего звена,>250,0.0,20.0,27.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1003276,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.35,мужской,2,0,высшее,менеджер среднего звена,>250,0.0,11.0,36.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1003296,Поступление зарплаты на счет,Ремонт,1.0,0.33,мужской,0,0,среднее-специальное,рабочий,>250,0.0,222.0,47.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1003316,2НДФЛ,Ремонт,1.0,0.13,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,17.0,31.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1003336,2НДФЛ,Ремонт,0.0,0.27,женский,0,0,высшее,менеджер среднего звена,>250,0.0,40.0,30.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1003356,Форма банка (без печати работодателя),Ремонт,0.0,0.55,женский,0,0,высшее,специалист,< 50,0.0,70.0,40.0,Другое,Иная форма,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.03125,1.0,0.0,0.0,0.0,0.3333333333,2.0,4.0,93.0,6.0,2.0,0.0,21.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1003376,Форма банка (без печати работодателя),Покупка недвижимости/ строительство,1.0,0.15,мужской,2,0,высшее,менеджер высшего звена,< 50,0.0,116.0,37.0,Торговля,ЗАО,женат / замужем,15.0,15.0,11.0,10.0,8.0,0.085106383,1.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,86.0,3.0,0.0,1.0,30.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
169,1003396,Форма банка (без печати работодателя),Покупка недвижимости/ строительство,1.0,0.13,мужской,0,0,незаконченное высшее,вспомогательный персонал,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1003416,Форма банка (без печати работодателя),Покупка мебели,1.0,0.4,мужской,1,0,среднее,менеджер среднего звена,< 50,0.0,62.0,37.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.1538461538,1.0,2.0,1.0,1.0,0.8,4.0,1.0,33.0,5.0,2.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
171,1003436,Форма банка (без печати работодателя),Ремонт,0.0,0.56,мужской,2,0,среднее,специалист,< 50,0.0,40.0,39.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1003456,Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,0.0,0.48,женский,0,0,высшее,менеджер среднего звена,< 50,0.0,268.0,46.0,Торговля,ООО,разведен / разведена,1.0,1.0,1.0,0.0,0.0,0.0111940299,0.0,1.0,0.0,0.0,0.3636363636,4.0,7.0,265.0,11.0,1.0,0.0,4.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
173,1003476,2НДФЛ,Покупка недвижимости/ строительство,0.0,,женский,1,0,высшее,другое,,1.0,66.0,30.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1003496,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.49,женский,0,0,высшее,специалист,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1003516,Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,1.0,0.42,мужской,1,0,высшее,менеджер высшего звена,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1003536,Поступление зарплаты на счет,Ремонт,1.0,0.29,женский,0,0,высшее,специалист,< 50,0.0,29.0,56.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0131578947,0.0,0.0,0.0,0.0,0.25,1.0,3.0,75.0,4.0,0.0,1.0,32.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
177,1003556,Форма банка (без печати работодателя),Отпуск,1.0,0.41,мужской,0,0,среднее-специальное,рабочий,>250,0.0,183.0,52.0,Другое,ЗАО,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,24.0,2.0,2.0,0.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,1003576,Поступление зарплаты на счет,Ремонт,1.0,0.14,мужской,0,0,среднее-специальное,рабочий,>250,1.0,7.0,46.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1003596,Форма банка (без печати работодателя),Ремонт,1.0,0.59,мужской,0,0,среднее-специальное,вспомогательный персонал,>250,0.0,82.0,36.0,Торговля,ООО,холост / не замужем,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1003616,Поступление зарплаты на счет,Обучение,0.0,0.43,женский,1,0,высшее,специалист,>250,1.0,15.0,28.0,Наука,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1003636,2НДФЛ,Лечение,0.0,,мужской,0,0,среднее-специальное,другое,,1.0,72.0,47.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1003656,2НДФЛ,Ремонт,1.0,0.55,женский,0,0,высшее,специалист,>250,3.0,6.0,50.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1003676,2НДФЛ,Покупка автомобиля,1.0,0.52,мужской,0,0,среднее-специальное,рабочий,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1003696,Свободная форма с печатью работодателя,Ремонт,1.0,0.58,женский,0,0,высшее,специалист,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1003716,2НДФЛ,Ремонт,1.0,0.52,мужской,2,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1003736,Форма банка (без печати работодателя),Покупка автомобиля,0.0,0.3,мужской,1,0,высшее,специалист,< 50,0.0,17.0,33.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,35.0,2.0,0.0,0.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,1003756,Форма банка (без печати работодателя),Ремонт,1.0,0.1,мужской,0,0,второе высшее,менеджер высшего звена,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1003776,Поступление зарплаты на счет,Ремонт,1.0,0.24,женский,0,0,высшее,менеджер среднего звена,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1003796,Поступление зарплаты на счет,Ремонт,0.0,0.46,женский,0,0,высшее,вспомогательный персонал,>250,0.0,10.0,42.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.0,3.0,0.0,0.0,42.0,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
190,1003816,2НДФЛ,Ремонт,1.0,0.59,мужской,0,0,высшее,рабочий,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1003836,Поступление зарплаты на счет,Ремонт,1.0,0.49,женский,0,0,среднее-специальное,специалист,>250,1.0,18.0,25.0,Торговля,ООО,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.1666666667,0.0,1.0,0.0,0.0,0.6666666667,2.0,1.0,35.0,3.0,0.0,0.0,3.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
192,1003856,Поступление зарплаты на счет,Ремонт,0.0,0.13,мужской,0,0,высшее,специалист,>250,1.0,62.0,31.0,Другое,ООО,женат / замужем,2.0,2.0,0.0,0.0,0.0,0.0088495575,1.0,1.0,1.0,1.0,0.2857142857,2.0,5.0,112.0,7.0,1.0,1.0,1.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
193,1003876,Поступление зарплаты на счет,Другое,0.0,0.45,женский,0,0,высшее,специалист,>250,0.0,34.0,25.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1003896,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.37,женский,1,0,незаконченное высшее,менеджер среднего звена,>250,1.0,39.0,26.0,Торговля,ООО,разведен / разведена,0.0,0.0,0.0,0.0,0.0,0.1044776119,0.0,0.0,0.0,0.0,0.4285714286,3.0,4.0,60.0,7.0,2.0,0.0,6.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
195,1003916,Форма банка (без печати работодателя),Ремонт,1.0,0.19,женский,1,0,высшее,специалист,>250,0.0,16.0,33.0,Торговля,ЗАО,женат / замужем,1.0,1.0,1.0,0.0,0.0,0.1428571429,0.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,66.0,3.0,1.0,1.0,6.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
196,1003936,Поступление зарплаты на счет,Ремонт,0.0,0.52,мужской,0,0,высшее,специалист,>250,1.0,28.0,25.0,Торговля,ООО,женат / замужем,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6,6.0,4.0,130.0,10.0,4.0,0.0,5.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,1003956,Поступление зарплаты на счет,Ремонт,0.0,0.34,женский,2,0,среднее-специальное,вспомогательный персонал,>250,0.0,12.0,46.0,Торговля,ООО,разведен / разведена,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
198,1003976,Поступление зарплаты на счет,Ремонт,0.0,0.55,мужской,0,0,высшее,специалист,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1003996,2НДФЛ,Обучение,1.0,0.12,женский,1,0,высшее,менеджер среднего звена,< 50,0.0,27.0,46.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0305676856,1.0,0.0,0.0,0.0,0.25,2.0,2.0,222.0,4.0,1.0,1.0,69.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200,1004016,Поступление зарплаты на счет,Ремонт,1.0,0.59,мужской,0,0,среднее-специальное,рабочий,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1004036,2НДФЛ,Ремонт,0.0,0.34,мужской,1,0,среднее-специальное,вспомогательный персонал,>250,1.0,51.0,43.0,Другое,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.4487179487,0.0,0.0,0.0,0.0,0.25,1.0,3.0,43.0,4.0,1.0,2.0,14.0,91.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
202,1004056,Поступление зарплаты на счет,Другое,0.0,0.45,мужской,2,0,среднее-специальное,специалист,>250,0.0,46.0,34.0,Торговля,ООО,гражданский брак,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,26.0,2.0,1.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,1004076,Свободная форма с печатью работодателя,Ремонт,1.0,0.24,женский,0,0,высшее,менеджер среднего звена,>250,0.0,94.0,32.0,Торговля,ООО,холост / не замужем,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,11.0,2.0,1.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,1004096,Форма банка (без печати работодателя),Покупка земли,1.0,0.18,мужской,1,0,высшее,менеджер среднего звена,>250,0.0,7.0,29.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.2753623188,1.0,0.0,0.0,0.0,0.2,1.0,4.0,50.0,5.0,0.0,1.0,12.0,91.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
205,1004116,2НДФЛ,Ремонт,1.0,0.39,женский,1,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,>250,0.0,14.0,43.0,Торговля,ЗАО,холост / не замужем,1.0,1.0,1.0,1.0,0.0,0.064516129,1.0,0.0,0.0,0.0,0.5714285714,4.0,3.0,116.0,7.0,2.0,0.0,6.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
206,1004136,Поступление зарплаты на счет,Ремонт,1.0,0.29,мужской,3,0,высшее,менеджер среднего звена,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1004156,2НДФЛ,Ремонт,1.0,0.59,мужской,3,0,высшее,вспомогательный персонал,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1004176,Форма банка (без печати работодателя),Другое,1.0,0.4,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,20.0,47.0,Торговля,ООО,женат / замужем,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4285714286,6.0,8.0,207.0,14.0,4.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,1004196,Свободная форма с печатью работодателя,Отпуск,1.0,0.43,мужской,0,0,высшее,рабочий,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1004216,2НДФЛ,Ремонт,1.0,0.48,мужской,1,0,незаконченное высшее,менеджер среднего звена,< 50,0.0,9.0,33.0,Другое,ООО,повторный брак,0.0,0.0,0.0,0.0,0.0,0.0185185185,0.0,0.0,0.0,0.0,0.5,2.0,2.0,106.0,4.0,1.0,2.0,27.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
211,1004236,Поступление зарплаты на счет,Ремонт,1.0,0.32,мужской,0,0,высшее,специалист,>250,0.0,135.0,57.0,Информационные технологии,ОАО,холост / не замужем,2.0,1.0,1.0,1.0,1.0,0.011627907,1.0,0.0,0.0,0.0,0.5714285714,8.0,6.0,340.0,14.0,4.0,3.0,6.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
212,1004256,2НДФЛ,Покупка автомобиля,1.0,0.59,женский,0,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,0.0,66.0,43.0,Другое,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0519480519,0.0,0.0,0.0,0.0,0.5,3.0,3.0,146.0,6.0,0.0,2.0,27.0,83.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
213,1004276,Форма банка (без печати работодателя),Ремонт,0.0,0.23,женский,0,0,высшее,специалист,>250,0.0,90.0,26.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1004296,2НДФЛ,Ремонт,1.0,0.32,женский,0,0,высшее,специалист,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1004316,2НДФЛ,Покупка недвижимости/ строительство,0.0,0.45,мужской,0,0,высшее,менеджер среднего звена,>250,3.0,73.0,28.0,Наука,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1004336,Свободная форма с печатью работодателя,Ремонт,0.0,0.3,женский,0,0,высшее,менеджер высшего звена,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1004356,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.3,мужской,0,0,высшее,рабочий,>250,1.0,46.0,26.0,Другое,ООО,холост / не замужем,5.0,1.0,0.0,0.0,0.0,0.0434782609,0.0,0.0,0.0,0.0,0.1666666667,1.0,5.0,66.0,6.0,0.0,3.0,9.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
218,1004376,Форма банка (без печати работодателя),Другое,1.0,0.46,мужской,2,0,Высшее/Второе высшее/Ученая степень,специалист,< 50,0.0,29.0,43.0,Информационные технологии,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.1545454545,0.0,0.0,0.0,0.0,1.0,3.0,0.0,93.0,3.0,2.0,0.0,22.0,116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
219,1004396,Поступление зарплаты на счет,Ремонт,0.0,0.54,мужской,0,0,высшее,специалист,>250,0.0,6.0,38.0,Строительство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1004416,2НДФЛ,Покупка автомобиля,1.0,0.51,женский,0,0,высшее,вспомогательный персонал,>250,1.0,47.0,28.0,Другое,ООО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.1428571429,1.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,66.0,3.0,1.0,1.0,21.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
221,1004436,Форма банка (без печати работодателя),Ремонт,0.0,0.33,женский,1,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,87.0,30.0,Государственная служба,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1004456,Форма банка (без печати работодателя),Отпуск,0.0,0.41,мужской,1,0,среднее-специальное,рабочий,< 50,0.0,11.0,42.0,Другое,ООО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6,3.0,2.0,83.0,5.0,2.0,1.0,23.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,1004476,Поступление зарплаты на счет,Ремонт,1.0,0.45,мужской,2,0,среднее-специальное,рабочий,>250,0.0,66.0,31.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,16.0,3.0,1.0,0.0,10.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,1004496,2НДФЛ,Покупка автомобиля,1.0,0.59,женский,0,0,среднее-специальное,специалист,< 50,1.0,14.0,42.0,Другое,ООО,разведен / разведена,1.0,0.0,0.0,0.0,0.0,0.064516129,0.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,116.0,7.0,2.0,2.0,7.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
225,1004516,Поступление зарплаты на счет,Другое,0.0,0.16,женский,0,0,высшее,менеджер среднего звена,>250,0.0,78.0,40.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1004536,Поступление зарплаты на счет,Ремонт,1.0,0.49,мужской,0,0,среднее-специальное,специалист,>250,0.0,7.0,23.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1004556,Форма банка (без печати работодателя),Ремонт,1.0,0.45,мужской,0,0,высшее,менеджер среднего звена,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1004576,2НДФЛ,Ремонт,1.0,0.49,мужской,0,0,высшее,специалист,>250,3.0,35.0,25.0,Государственная служба,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1004596,Поступление зарплаты на счет,Ремонт,1.0,0.26,мужской,1,0,среднее,рабочий,>250,0.0,44.0,35.0,Другое,ОАО,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.0769230769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,59.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
230,1004616,Поступление зарплаты на счет,Ремонт,0.0,0.47,мужской,0,0,высшее,специалист,>250,0.0,65.0,27.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1004636,Поступление зарплаты на счет,Покупка автомобиля,0.0,0.34,мужской,0,0,среднее-специальное,рабочий,>250,0.0,227.0,42.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1004656,Свободная форма с печатью работодателя,Ремонт,0.0,0.36,женский,0,0,высшее,специалист,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1004676,2НДФЛ,Покупка бытовой техники,1.0,0.15,мужской,0,0,Высшее/Второе высшее/Ученая степень,рабочий,>250,0.0,420.0,60.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1004696,Поступление зарплаты на счет,Ремонт,0.0,0.56,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1004716,2НДФЛ,Лечение,0.0,0.48,женский,0,0,высшее,специалист,>250,0.0,34.0,36.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1004736,Поступление зарплаты на счет,Ремонт,0.0,0.21,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,58.0,26.0,Другое,ООО,холост / не замужем,3.0,3.0,3.0,1.0,0.0,0.1666666667,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,50.0,3.0,0.0,2.0,16.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
237,1004756,Поступление зарплаты на счет,Покупка бытовой техники,0.0,0.32,женский,0,0,высшее,специалист,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1004776,Форма банка (без печати работодателя),Ремонт,0.0,0.42,мужской,0,0,среднее-специальное,специалист,>250,0.0,45.0,44.0,Торговля,ООО,холост / не замужем,4.0,1.0,1.0,0.0,0.0,0.0048780488,1.0,1.0,1.0,0.0,0.15625,5.0,27.0,204.0,32.0,2.0,5.0,2.0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
239,1004796,Поступление зарплаты на счет,Ремонт,1.0,0.52,женский,2,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,0.0,35.0,39.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1004816,Поступление зарплаты на счет,Покупка автомобиля,0.0,0.47,женский,0,0,высшее,специалист,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1004836,2НДФЛ,Ремонт,1.0,0.59,мужской,3,0,второе высшее,специалист,>250,0.0,239.0,41.0,Государственная служба,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1004856,Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,1.0,0.49,мужской,1,0,высшее,специалист,>250,0.0,64.0,30.0,Строительство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1004876,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.45,женский,2,0,высшее,менеджер среднего звена,>250,0.0,23.0,34.0,Торговля,ООО,гражданский брак,1.0,1.0,0.0,0.0,0.0,0.1206896552,0.0,0.0,0.0,0.0,0.1666666667,1.0,5.0,51.0,6.0,0.0,0.0,18.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
244,1004896,2НДФЛ,Ремонт,1.0,0.59,мужской,0,0,высшее,рабочий,>250,0.0,44.0,34.0,Другое,ООО,холост / не замужем,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,66.0,3.0,1.0,0.0,15.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,1004916,2НДФЛ,Ремонт,0.0,0.29,мужской,0,0,высшее,специалист,>250,0.0,10.0,27.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1004936,,Покупка автомобиля,0.0,,женский,0,0,Высшее/Второе высшее/Ученая степень,другое,,0.0,59.0,34.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1004956,2НДФЛ,Ремонт,0.0,0.52,женский,1,0,высшее,менеджер высшего звена,< 50,0.0,11.0,30.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1004976,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.38,женский,2,0,среднее-специальное,специалист,>250,1.0,45.0,38.0,Торговля,ООО,разведен / разведена,1.0,1.0,0.0,0.0,0.0,0.0434782609,0.0,0.0,0.0,0.0,0.5,1.0,1.0,22.0,2.0,0.0,0.0,12.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
249,1004996,Форма банка (без печати работодателя),Ремонт,0.0,0.42,мужской,0,0,высшее,специалист,>250,0.0,40.0,30.0,Торговля,ООО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.0151515152,0.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,65.0,3.0,0.0,1.0,22.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
250,1005016,2НДФЛ,Ремонт,0.0,0.41,женский,0,0,высшее,вспомогательный персонал,>250,3.0,56.0,36.0,Торговля,ОАО,холост / не замужем,2.0,0.0,0.0,0.0,0.0,0.1111111111,0.0,1.0,1.0,0.0,1.0,2.0,0.0,16.0,2.0,2.0,0.0,2.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
251,1005036,Поступление зарплаты на счет,Ремонт,1.0,0.22,женский,0,0,высшее,менеджер среднего звена,>250,1.0,53.0,25.0,Другое,ООО,холост / не замужем,5.0,4.0,3.0,2.0,1.0,0.112244898,1.0,1.0,1.0,1.0,0.3333333333,3.0,6.0,87.0,9.0,2.0,6.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
