,ID,INCOME_BASE_TYPE,CREDIT_PURPOSE,INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_TYPE,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,EMPL_PROPERTY,EMPL_FORM,FAMILY_STATUS,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage
5371,1107436,Форма банка (без печати работодателя),Ремонт,1.0,0.51,женский,1,0,высшее,менеджер среднего звена,< 50,0.0,150.0,36.0,Другое,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.0247933884,1.0,0.0,0.0,0.0,0.5714285714,4.0,3.0,236.0,7.0,2.0,1.0,19.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5372,1107456,Свободная форма с печатью работодателя,Ремонт,1.0,0.14,женский,0,0,высшее,специалист,< 50,0.0,11.0,29.0,Торговля,ООО,холост / не замужем,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
5373,1107476,2НДФЛ,Ремонт,1.0,0.59,женский,0,0,высшее,менеджер среднего звена,>250,0.0,22.0,48.0,Наука,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5374,1107496,Поступление зарплаты на счет,Ремонт,1.0,0.49,мужской,0,0,среднее-специальное,рабочий,>250,0.0,12.0,25.0,Другое,ООО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.1666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,31.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5375,1107516,Свободная форма с печатью работодателя,Ремонт,1.0,0.36,женский,0,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,< 50,0.0,13.0,27.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5376,1107536,Поступление зарплаты на счет,Покупка бытовой техники,1.0,0.45,мужской,2,0,среднее-специальное,вспомогательный персонал,>250,0.0,165.0,34.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5377,1107556,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.3,мужской,0,0,Высшее/Второе высшее/Ученая степень,специалист,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5378,1107576,Форма банка (без печати работодателя),Ремонт,1.0,0.48,мужской,1,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,< 50,0.0,18.0,40.0,Строительство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5379,1107596,Форма банка (без печати работодателя),Отпуск,1.0,0.12,женский,2,0,высшее,менеджер среднего звена,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5380,1107616,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.59,мужской,1,0,высшее,менеджер среднего звена,>250,3.0,31.0,27.0,Другое,ЗАО,женат / замужем,2.0,2.0,2.0,2.0,2.0,0.1153846154,1.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,46.0,7.0,1.0,0.0,8.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5381,1107636,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.15,мужской,1,0,незаконченное высшее,специалист,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5382,1107656,Поступление зарплаты на счет,Покупка земли,1.0,0.22,мужской,1,0,среднее-специальное,рабочий,>250,0.0,209.0,44.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5383,1107676,Свободная форма с печатью работодателя,Ремонт,0.0,0.2,женский,0,0,высшее,специалист,>250,0.0,9.0,30.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5384,1107696,Форма банка (без печати работодателя),Покупка автомобиля,1.0,0.43,женский,1,0,высшее,специалист,< 50,0.0,20.0,30.0,Другое,ЗАО,женат / замужем,2.0,2.0,1.0,0.0,0.0,0.0303030303,0.0,0.0,0.0,0.0,0.75,3.0,1.0,32.0,4.0,0.0,0.0,6.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5385,1107716,2НДФЛ,Ремонт,1.0,0.46,мужской,0,0,высшее,специалист,>250,1.0,9.0,32.0,Торговля,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0090909091,0.0,1.0,0.0,0.0,0.5,5.0,5.0,109.0,10.0,2.0,0.0,3.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5386,1107736,Форма банка (без печати работодателя),Ремонт,0.0,0.19,женский,0,0,среднее-специальное,специалист,>250,0.0,194.0,49.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5387,1107756,Поступление зарплаты на счет,Ремонт,1.0,0.49,женский,1,1,высшее,торговый представитель,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5388,1107776,Форма банка (без печати работодателя),Ремонт,0.0,0.28,мужской,0,0,высшее,менеджер среднего звена,< 50,0.0,12.0,33.0,Торговля,ООО,разведен / разведена,2.0,1.0,1.0,0.0,0.0,0.0483870968,0.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,59.0,7.0,0.0,1.0,17.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5389,1107796,Поступление зарплаты на счет,Ремонт,0.0,0.48,мужской,2,0,Высшее/Второе высшее/Ученая степень,торговый представитель,>250,0.0,10.0,33.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5390,1107816,Поступление зарплаты на счет,Покупка автомобиля,0.0,0.32,мужской,0,0,Высшее/Второе высшее/Ученая степень,специалист,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,1107836,Форма банка (без печати работодателя),Покупка недвижимости/ строительство,0.0,0.54,женский,0,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,0.0,139.0,56.0,Государственная служба,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5392,1107856,Свободная форма с печатью работодателя,Ремонт,1.0,0.34,мужской,0,0,высшее,специалист,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,1107876,Свободная форма с печатью работодателя,Покупка автомобиля,1.0,0.38,женский,1,0,незаконченное высшее,специалист,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,1107896,Форма банка (без печати работодателя),Лечение,0.0,0.26,женский,1,0,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,>250,0.0,16.0,31.0,Торговля,ООО,холост / не замужем,2.0,2.0,1.0,1.0,1.0,0.2133333333,1.0,0.0,0.0,0.0,0.2,2.0,3.0,236.0,5.0,1.0,0.0,19.0,109.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5395,1107916,Форма банка (без печати работодателя),Покупка автомобиля,0.0,0.34,мужской,0,0,среднее-специальное,вспомогательный персонал,>250,0.0,58.0,32.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5396,1107936,Форма банка (без печати работодателя),Отпуск,1.0,0.4,женский,0,0,второе высшее,специалист,>250,0.0,20.0,27.0,Торговля,ООО,женат / замужем,3.0,1.0,1.0,0.0,0.0,0.043956044,1.0,1.0,0.0,0.0,0.6,3.0,2.0,87.0,5.0,2.0,1.0,4.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5397,1107956,Свободная форма с печатью работодателя,Ремонт,1.0,0.37,мужской,0,0,среднее-специальное,специалист,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5398,1107976,Поступление зарплаты на счет,Ремонт,0.0,0.41,мужской,0,0,Высшее/Второе высшее/Ученая степень,специалист,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5399,1107996,2НДФЛ,Покупка недвижимости/ строительство,0.0,0.58,мужской,0,0,высшее,менеджер высшего звена,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,1108016,Свободная форма с печатью работодателя,Ремонт,0.0,0.28,мужской,0,0,высшее,вспомогательный персонал,< 50,0.0,26.0,25.0,Туризм,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401,1108036,Поступление зарплаты на счет,Ремонт,1.0,0.56,женский,0,0,высшее,специалист,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5402,1108056,2НДФЛ,Ремонт,1.0,0.25,мужской,1,0,среднее-специальное,вспомогательный персонал,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5403,1108076,Поступление зарплаты на счет,Ремонт,0.0,0.42,мужской,2,0,высшее,специалист,>250,0.0,131.0,41.0,Другое,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,66.0,7.0,1.0,1.0,21.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5404,1108096,2НДФЛ,Покупка автомобиля,1.0,0.28,мужской,2,0,высшее,специалист,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5405,1108116,Форма банка (без печати работодателя),Ремонт,1.0,0.46,женский,1,0,высшее,специалист,< 50,0.0,21.0,40.0,Наука,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5406,1108136,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.44,мужской,0,0,Высшее/Второе высшее/Ученая степень,рабочий,>250,0.0,24.0,27.0,Торговля,ООО,женат / замужем,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666667,2.0,1.0,33.0,3.0,2.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5407,1108156,Поступление зарплаты на счет,Другое,1.0,0.4,мужской,1,0,среднее-специальное,специалист,>250,1.0,44.0,28.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5408,1108176,2НДФЛ,Покупка автомобиля,1.0,0.49,мужской,0,0,среднее-специальное,рабочий,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5409,1108196,2НДФЛ,Ремонт,1.0,0.58,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,16.0,43.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5410,1108216,Поступление зарплаты на счет,Ремонт,1.0,0.49,мужской,0,0,высшее,вспомогательный персонал,>250,0.0,65.0,49.0,Транспорт,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5411,1108236,2НДФЛ,Ремонт,1.0,0.59,женский,0,0,высшее,вспомогательный персонал,>250,1.0,83.0,26.0,Транспорт,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5412,1108256,2НДФЛ,Ремонт,1.0,0.48,женский,1,0,среднее-специальное,специалист,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5413,1108276,2НДФЛ,Ремонт,1.0,0.59,женский,0,0,высшее,специалист,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5414,1108296,2НДФЛ,Отпуск,1.0,0.38,мужской,0,0,незаконченное высшее,специалист,>250,0.0,13.0,32.0,Торговля,ЗАО,холост / не замужем,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
5415,1108316,2НДФЛ,Покупка автомобиля,1.0,0.23,женский,2,0,высшее,специалист,>250,0.0,136.0,45.0,Другое,Государственное предприятие,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,44.0,3.0,0.0,1.0,15.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5416,1108336,Поступление зарплаты на счет,Ремонт,1.0,0.59,женский,0,0,высшее,вспомогательный персонал,>250,0.0,6.0,32.0,Другое,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.037037037,0.0,1.0,0.0,0.0,0.3333333333,3.0,6.0,52.0,9.0,2.0,0.0,5.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5417,1108356,Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,1.0,0.49,женский,1,0,среднее-специальное,менеджер высшего звена,>250,0.0,69.0,37.0,Другое,ООО,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.1403508772,1.0,0.0,0.0,0.0,0.5,2.0,2.0,49.0,4.0,1.0,0.0,14.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5418,1108376,2НДФЛ,Ремонт,0.0,0.37,женский,1,0,высшее,менеджер высшего звена,< 50,0.0,19.0,40.0,Юридические услуги,Иная форма,холост / не замужем,2.0,1.0,1.0,1.0,1.0,0.0230769231,1.0,1.0,0.0,0.0,0.7,7.0,3.0,127.0,10.0,4.0,0.0,4.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5419,1108396,Форма банка (без печати работодателя),Лечение,0.0,0.3,мужской,2,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,0.0,16.0,44.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,2.0,3.0,80.0,5.0,1.0,1.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5420,1108416,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.27,женский,3,0,высшее,специалист,>250,3.0,89.0,36.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5421,1108436,Поступление зарплаты на счет,Ремонт,0.0,0.2,женский,0,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5422,1108456,Форма банка (без печати работодателя),Ремонт,1.0,0.39,мужской,0,0,высшее,менеджер высшего звена,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5423,1108476,2НДФЛ,Ремонт,1.0,0.25,женский,0,0,высшее,менеджер среднего звена,>250,0.0,346.0,51.0,Наука,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5424,1108496,2НДФЛ,Ремонт,0.0,0.29,мужской,1,0,незаконченное высшее,менеджер среднего звена,>250,3.0,150.0,32.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5425,1108516,Поступление зарплаты на счет,Отпуск,1.0,0.38,мужской,0,0,среднее,рабочий,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5426,1108536,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.59,мужской,0,0,высшее,вспомогательный персонал,>250,3.0,127.0,42.0,Транспорт,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5427,1108556,2НДФЛ,Ремонт,1.0,0.37,мужской,1,0,высшее,менеджер среднего звена,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5428,1108576,Форма банка (без печати работодателя),Отпуск,0.0,0.25,мужской,0,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5429,1108596,Форма банка (без печати работодателя),Покупка недвижимости/ строительство,1.0,0.4,женский,0,0,высшее,специалист,>250,0.0,16.0,51.0,Государственная служба,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5430,1108616,Свободная форма с печатью работодателя,Покупка автомобиля,1.0,0.59,женский,0,0,второе высшее,специалист,>250,0.0,7.0,33.0,Торговля,ООО,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5431,1108636,2НДФЛ,Ремонт,0.0,0.48,женский,0,0,высшее,вспомогательный персонал,>250,3.0,48.0,27.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,1108656,2НДФЛ,Ремонт,0.0,0.35,женский,0,0,высшее,вспомогательный персонал,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5433,1108676,2НДФЛ,Ремонт,1.0,0.51,мужской,0,0,высшее,менеджер среднего звена,>250,1.0,224.0,37.0,Государственная служба,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5434,1108696,2НДФЛ,Покупка автомобиля,1.0,0.25,мужской,0,0,среднее-специальное,рабочий,>250,0.0,10.0,48.0,Строительство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5435,1108716,Свободная форма с печатью работодателя,Ремонт,1.0,0.42,мужской,0,0,незаконченное высшее,менеджер среднего звена,>250,0.0,7.0,33.0,Другое,ООО,женат / замужем,2.0,1.0,1.0,0.0,0.0,0.0487804878,0.0,0.0,0.0,0.0,0.4166666667,6.0,6.0,195.0,12.0,2.0,0.0,12.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5436,1108736,2НДФЛ,Покупка автомобиля,1.0,0.59,женский,2,0,второе высшее,менеджер по продажам,>250,0.0,160.0,37.0,Торговля,ООО,женат / замужем,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.4285714286,3.0,4.0,125.0,7.0,2.0,0.0,5.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5437,1108756,Форма банка (без печати работодателя),Ремонт,0.0,0.36,женский,0,0,высшее,вспомогательный персонал,>250,0.0,30.0,40.0,Финансы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,1108776,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.49,мужской,0,0,среднее-специальное,вспомогательный персонал,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5439,1108796,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.49,женский,0,0,среднее,менеджер по продажам,< 50,0.0,12.0,42.0,Строительство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5440,1108816,Поступление зарплаты на счет,Ремонт,1.0,0.25,мужской,0,0,среднее-специальное,рабочий,>250,0.0,70.0,57.0,Другое,ОАО,женат / замужем,3.0,2.0,2.0,2.0,2.0,0.4634146341,0.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,22.0,3.0,1.0,0.0,6.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5441,1108836,Поступление зарплаты на счет,Ремонт,1.0,0.23,мужской,0,0,Высшее/Второе высшее/Ученая степень,рабочий,>250,0.0,21.0,29.0,Транспорт,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5442,1108856,Форма банка (без печати работодателя),Ремонт,1.0,0.19,женский,1,0,высшее,специалист,< 50,0.0,141.0,47.0,Другое,ООО,женат / замужем,4.0,4.0,4.0,4.0,4.0,0.0119047619,1.0,0.0,0.0,0.0,0.1428571429,2.0,12.0,249.0,14.0,0.0,2.0,37.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5443,1108876,Форма банка (без печати работодателя),Ремонт,0.0,0.32,мужской,2,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5444,1108896,Форма банка (без печати работодателя),Ремонт,0.0,0.43,мужской,1,0,среднее,рабочий,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5445,1108916,2НДФЛ,Покупка земли,0.0,0.56,женский,1,0,высшее,менеджер среднего звена,>250,0.0,67.0,50.0,Транспорт,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5446,1108936,Форма банка (без печати работодателя),Другое,0.0,0.58,женский,0,0,среднее-специальное,рабочий,>250,0.0,75.0,44.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5447,1108956,Поступление зарплаты на счет,Покупка недвижимости/ строительство,1.0,0.35,женский,2,0,высшее,торговый представитель,>250,0.0,71.0,30.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5448,1108976,Форма банка (без печати работодателя),Ремонт,1.0,0.46,мужской,2,0,среднее,специалист,< 50,0.0,16.0,31.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5449,1108996,Свободная форма с печатью работодателя,Ремонт,0.0,0.18,мужской,0,0,высшее,специалист,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5450,1109016,2НДФЛ,Ремонт,1.0,0.49,мужской,0,0,высшее,рабочий,>250,3.0,64.0,32.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5451,1109036,Форма банка (без печати работодателя),Отпуск,1.0,0.43,мужской,0,0,высшее,специалист,>250,0.0,43.0,27.0,Транспорт,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5452,1109056,Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,1.0,0.22,мужской,1,0,высшее,менеджер среднего звена,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5453,1109076,Форма банка (без печати работодателя),Обучение,1.0,0.34,мужской,1,0,среднее-специальное,вспомогательный персонал,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5454,1109096,Поступление зарплаты на счет,Другое,1.0,0.45,мужской,1,0,среднее,рабочий,>250,1.0,234.0,39.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5455,1109116,Форма банка (без печати работодателя),Покупка недвижимости/ строительство,1.0,0.34,женский,2,0,высшее,специалист,< 50,0.0,134.0,30.0,Наука,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5456,1109136,Форма банка (без печати работодателя),Покупка недвижимости/ строительство,1.0,0.45,женский,3,0,среднее,вспомогательный персонал,>250,0.0,129.0,39.0,Другое,ЗАО,женат / замужем,,,,,,0.0517241379,0.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,1.0,0.0,0.0,58.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5457,1109156,2НДФЛ,Ремонт,0.0,0.57,женский,1,0,высшее,торговый представитель,>250,0.0,61.0,36.0,Наука,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5458,1109176,2НДФЛ,Покупка автомобиля,1.0,0.17,мужской,2,0,Высшее/Второе высшее/Ученая степень,специалист,< 50,0.0,25.0,43.0,Торговля,ООО,женат / замужем,2.0,2.0,1.0,1.0,1.0,0.024691358,0.0,0.0,0.0,0.0,0.0,0.0,2.0,79.0,2.0,0.0,0.0,80.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5459,1109196,Форма банка (без печати работодателя),Ремонт,1.0,0.13,мужской,1,0,высшее,менеджер среднего звена,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5460,1109216,Поступление зарплаты на счет,Покупка автомобиля,0.0,0.5,мужской,0,0,среднее-специальное,рабочий,< 50,0.0,131.0,55.0,Другое,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0166666667,1.0,0.0,0.0,0.0,0.5555555556,5.0,4.0,177.0,9.0,4.0,0.0,6.0,113.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5461,1109236,2НДФЛ,Покупка автомобиля,1.0,0.53,мужской,1,0,среднее-специальное,рабочий,>250,0.0,60.0,38.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5462,1109256,Поступление зарплаты на счет,Ремонт,1.0,0.34,мужской,1,0,среднее-специальное,рабочий,>250,1.0,152.0,33.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5463,1109276,2НДФЛ,Покупка недвижимости/ строительство,0.0,0.53,женский,0,0,высшее,специалист,>250,0.0,67.0,27.0,Торговля,ЗАО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.1739130435,0.0,1.0,0.0,0.0,0.5,1.0,1.0,19.0,2.0,0.0,0.0,3.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5464,1109296,Поступление зарплаты на счет,Обучение,0.0,0.19,мужской,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,46.0,25.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5465,1109316,Форма банка (без печати работодателя),Ремонт,0.0,0.28,мужской,1,0,высшее,менеджер высшего звена,>250,0.0,29.0,38.0,Другое,ЗАО,повторный брак,1.0,1.0,1.0,0.0,0.0,0.1144578313,1.0,1.0,0.0,0.0,0.2222222222,3.0,6.0,147.0,9.0,3.0,4.0,3.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5466,1109336,Форма банка (без печати работодателя),Покупка мебели,0.0,0.38,женский,0,0,высшее,менеджер среднего звена,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5467,1109356,Форма банка (без печати работодателя),Покупка бытовой техники,1.0,0.58,женский,0,0,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5468,1109376,Форма банка (без печати работодателя),Ремонт,1.0,0.49,мужской,0,0,среднее-специальное,рабочий,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5469,1109396,Форма банка (без печати работодателя),Ремонт,1.0,0.49,женский,2,0,высшее,специалист,>250,0.0,21.0,36.0,Другое,ОАО,женат / замужем,5.0,3.0,1.0,1.0,0.0,0.0775862069,1.0,0.0,0.0,0.0,0.3571428571,5.0,9.0,321.0,14.0,2.0,2.0,16.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5470,1109416,2НДФЛ,Ремонт,0.0,0.58,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,256.0,49.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5471,1109436,Форма банка (без печати работодателя),Покупка мебели,1.0,0.35,женский,1,0,высшее,специалист,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5472,1109456,Поступление зарплаты на счет,Ремонт,1.0,0.33,мужской,0,0,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5473,1109476,2НДФЛ,Покупка автомобиля,0.0,0.43,мужской,0,0,высшее,рабочий,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5474,1109496,2НДФЛ,Ремонт,0.0,0.21,женский,0,0,высшее,менеджер среднего звена,< 50,3.0,18.0,25.0,Туризм,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5475,1109516,Форма банка (без печати работодателя),Ремонт,1.0,0.33,мужской,0,0,среднее-специальное,рабочий,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5476,1109536,Форма банка (без печати работодателя),Покупка мебели,0.0,0.27,женский,0,0,среднее-специальное,специалист,>250,0.0,90.0,44.0,Наука,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5477,1109556,Поступление зарплаты на счет,Ремонт,0.0,0.26,мужской,2,0,высшее,менеджер высшего звена,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5478,1109576,Поступление зарплаты на счет,Ремонт,1.0,0.55,мужской,1,0,среднее-специальное,менеджер среднего звена,< 50,0.0,75.0,30.0,Другое,ООО,женат / замужем,8.0,4.0,4.0,3.0,2.0,0.3333333333,1.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,110.0,7.0,0.0,1.0,15.0,102.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5479,1109596,Поступление зарплаты на счет,Ремонт,1.0,0.27,мужской,1,0,высшее,вспомогательный персонал,>250,1.0,126.0,30.0,Производство,,,,,,,,,,,,,,,,,,,,,,,,,,,,
